Model:GBQ L-05SLA, Latitude:31.823635,Longtitude:117.118226,SeaHeight:128,NorthAngle:0,LightBeamNum:-9999,Gate:100,SumShots:20000,PulseWidth:300,CNR:2,RangeResolution:30,ScanMode:PPI,From:0,To:350,Step:10,FixAngle:2,StartRange:15
Date_time,Temperature,Humidity,Pressure,Azimuth,Pitch,Distance,HWindSpeed(m/s),HWindDirection(бу),VWindSpeed (m/s)
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,945,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,975,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1005,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1035,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1065,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1095,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1125,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1155,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1185,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1215,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1245,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1275,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1305,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1335,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1365,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1395,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1425,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1455,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1485,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1515,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1545,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1575,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1605,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1635,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1665,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1695,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1725,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1755,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1785,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1815,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1845,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1875,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1905,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1935,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1965,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,1995,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2025,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2055,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2085,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2115,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2145,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2175,-9999,-9999,-9999
